method	numPRD	N	alpha	beta	MAP
lmjm_0.4_rocchio_TFIDF	20	50	1.0	5.0	0.2615
lmjm_0.4_rocchio_TFIDF	20	50	1.0	15.0	0.2721
lmjm_0.4_rocchio_TFIDF	20	50	1.0	20.0	0.2726
lmjm_0.4_rocchio_TFIDF	20	50	1.0	25.0	0.2727
lmjm_0.4_rocchio_TFIDF	20	50	1.0	27.5	0.2737
lmjm_0.4_rocchio_TFIDF	20	50	1.0	30.0	0.2746
lmjm_0.4_rocchio_TFIDF	20	50	1.0	32.5	0.2743
lmjm_0.4_rocchio_TFIDF	20	50	1.0	35.0	0.2742
lmjm_0.4_rocchio_TFIDF	20	50	1.0	37.5	0.2742
lmjm_0.4_rocchio_TFIDF	20	50	1.0	40.0	0.2741
lmjm_0.4_rocchio_TFIDF	20	50	1.0	42.5	0.2741
lmjm_0.4_rocchio_TFIDF	20	50	1.0	45.0	0.2738
lmjm_0.4_rocchio_TFIDF	20	50	1.0	47.5	0.2737
lmjm_0.4_rocchio_TFIDF	20	50	1.0	50.0	0.2734
lmjm_0.4_rocchio_TFIDF	20	50	1.0	52.5	0.2732
lmjm_0.4_rocchio_TFIDF	20	60	1.0	5.0	0.2629
lmjm_0.4_rocchio_TFIDF	20	60	1.0	10.0	0.2727
lmjm_0.4_rocchio_TFIDF	20	60	1.0	15.0	0.2752
lmjm_0.4_rocchio_TFIDF	20	60	1.0	17.5	0.276
lmjm_0.4_rocchio_TFIDF	20	60	1.0	20.0	0.2739
lmjm_0.4_rocchio_TFIDF	20	60	1.0	22.5	0.274
lmjm_0.4_rocchio_TFIDF	20	60	1.0	25.0	0.2748
lmjm_0.4_rocchio_TFIDF	20	60	1.0	27.5	0.2751
lmjm_0.4_rocchio_TFIDF	20	60	1.0	30.0	0.275
lmjm_0.4_rocchio_TFIDF	20	60	1.0	32.5	0.2751
lmjm_0.4_rocchio_TFIDF	20	60	1.0	35.0	0.2754
lmjm_0.4_rocchio_TFIDF	20	60	1.0	37.5	0.2755
lmjm_0.4_rocchio_TFIDF	20	60	1.0	40.0	0.2753
lmjm_0.4_rocchio_TFIDF	20	60	1.0	42.5	0.2753
lmjm_0.4_rocchio_TFIDF	20	60	1.0	45.0	0.2744
lmjm_0.4_rocchio_TFIDF	20	65	1.0	5.0	0.2629
lmjm_0.4_rocchio_TFIDF	20	65	1.0	5.0	0.2629
lmjm_0.4_rocchio_TFIDF	20	65	1.0	10.0	0.274
lmjm_0.4_rocchio_TFIDF	20	65	1.0	15.0	0.2769
lmjm_0.4_rocchio_TFIDF	20	65	1.0	15.0	0.2769
lmjm_0.4_rocchio_TFIDF	20	65	1.0	17.5	0.2762
lmjm_0.4_rocchio_TFIDF	20	65	1.0	20.0	0.2762
lmjm_0.4_rocchio_TFIDF	20	65	1.0	22.5	0.2765
lmjm_0.4_rocchio_TFIDF	20	65	1.0	25.0	0.2775
lmjm_0.4_rocchio_TFIDF	20	65	1.0	25.0	0.2775
lmjm_0.4_rocchio_TFIDF	20	65	1.0	27.5	0.2788
lmjm_0.4_rocchio_TFIDF	20	65	1.0	30.0	0.2767
lmjm_0.4_rocchio_TFIDF	20	65	1.0	32.5	0.2767
lmjm_0.4_rocchio_TFIDF	20	65	1.0	35.0	0.2768
lmjm_0.4_rocchio_TFIDF	20	65	1.0	35.0	0.2768
lmjm_0.4_rocchio_TFIDF	20	65	1.0	37.5	0.2755
lmjm_0.4_rocchio_TFIDF	20	65	1.0	40.0	0.2753
lmjm_0.4_rocchio_TFIDF	20	65	1.0	42.5	0.275
lmjm_0.4_rocchio_TFIDF	20	65	1.0	45.0	0.275
lmjm_0.4_rocchio_TFIDF	20	65	1.0	45.0	0.275
lmjm_0.4_rocchio_TFIDF	20	70	1.0	5.0	0.2624
lmjm_0.4_rocchio_TFIDF	20	70	1.0	10.0	0.2731
lmjm_0.4_rocchio_TFIDF	20	70	1.0	15.0	0.275
lmjm_0.4_rocchio_TFIDF	20	70	1.0	17.5	0.2747
lmjm_0.4_rocchio_TFIDF	20	70	1.0	20.0	0.2755
lmjm_0.4_rocchio_TFIDF	20	70	1.0	22.5	0.2763
lmjm_0.4_rocchio_TFIDF	20	70	1.0	25.0	0.2773
lmjm_0.4_rocchio_TFIDF	20	70	1.0	27.5	0.2746
lmjm_0.4_rocchio_TFIDF	20	70	1.0	30.0	0.2749
lmjm_0.4_rocchio_TFIDF	20	70	1.0	32.5	0.2746
lmjm_0.4_rocchio_TFIDF	20	70	1.0	35.0	0.2748
lmjm_0.4_rocchio_TFIDF	20	70	1.0	37.5	0.2745
lmjm_0.4_rocchio_TFIDF	20	70	1.0	40.0	0.2745
lmjm_0.4_rocchio_TFIDF	20	70	1.0	42.5	0.2743
lmjm_0.4_rocchio_TFIDF	20	70	1.0	45.0	0.2743
lmjm_0.4_rocchio_TFIDF	20	75	1.0	5.0	0.2641
lmjm_0.4_rocchio_TFIDF	20	75	1.0	10.0	0.2744
lmjm_0.4_rocchio_TFIDF	20	75	1.0	15.0	0.2761
lmjm_0.4_rocchio_TFIDF	20	75	1.0	17.5	0.2767
lmjm_0.4_rocchio_TFIDF	20	75	1.0	20.0	0.2772
lmjm_0.4_rocchio_TFIDF	20	75	1.0	22.5	0.2781
lmjm_0.4_rocchio_TFIDF	20	75	1.0	25.0	0.278
lmjm_0.4_rocchio_TFIDF	20	75	1.0	27.5	0.2758
lmjm_0.4_rocchio_TFIDF	20	75	1.0	30.0	0.2754
lmjm_0.4_rocchio_TFIDF	20	75	1.0	32.5	0.2753
lmjm_0.4_rocchio_TFIDF	20	75	1.0	35.0	0.2752
lmjm_0.4_rocchio_TFIDF	20	75	1.0	37.5	0.2751
lmjm_0.4_rocchio_TFIDF	20	75	1.0	40.0	0.2751
lmjm_0.4_rocchio_TFIDF	20	75	1.0	42.5	0.275
lmjm_0.4_rocchio_TFIDF	20	75	1.0	45.0	0.2749
lmjm_0.4_rocchio_TFIDF	20	80	1.0	5.0	0.2649
lmjm_0.4_rocchio_TFIDF	20	80	1.0	10.0	0.2732
lmjm_0.4_rocchio_TFIDF	20	80	1.0	15.0	0.2754
lmjm_0.4_rocchio_TFIDF	20	80	1.0	17.5	0.2759
lmjm_0.4_rocchio_TFIDF	20	80	1.0	20.0	0.2768
lmjm_0.4_rocchio_TFIDF	20	80	1.0	22.5	0.2775
lmjm_0.4_rocchio_TFIDF	20	80	1.0	25.0	0.2756
lmjm_0.4_rocchio_TFIDF	20	80	1.0	27.5	0.2759
lmjm_0.4_rocchio_TFIDF	20	80	1.0	30.0	0.2753
lmjm_0.4_rocchio_TFIDF	20	80	1.0	32.5	0.276
lmjm_0.4_rocchio_TFIDF	20	80	1.0	35.0	0.2752
lmjm_0.4_rocchio_TFIDF	20	80	1.0	37.5	0.275
lmjm_0.4_rocchio_TFIDF	20	80	1.0	40.0	0.2748
lmjm_0.4_rocchio_TFIDF	20	80	1.0	42.5	0.2746
lmjm_0.4_rocchio_TFIDF	20	80	1.0	45.0	0.2744
lmjm_0.4_rocchio_TFIDF	20	85	1.0	5.0	0.2658
lmjm_0.4_rocchio_TFIDF	20	85	1.0	10.0	0.2732
lmjm_0.4_rocchio_TFIDF	20	85	1.0	15.0	0.2761
lmjm_0.4_rocchio_TFIDF	20	85	1.0	17.5	0.276
lmjm_0.4_rocchio_TFIDF	20	85	1.0	20.0	0.2774
lmjm_0.4_rocchio_TFIDF	20	85	1.0	22.5	0.2783
lmjm_0.4_rocchio_TFIDF	20	85	1.0	25.0	0.2787
lmjm_0.4_rocchio_TFIDF	20	85	1.0	27.5	0.2768
lmjm_0.4_rocchio_TFIDF	20	85	1.0	30.0	0.2768
lmjm_0.4_rocchio_TFIDF	20	85	1.0	32.5	0.276
lmjm_0.4_rocchio_TFIDF	20	85	1.0	35.0	0.2755
lmjm_0.4_rocchio_TFIDF	20	85	1.0	37.5	0.2751
lmjm_0.4_rocchio_TFIDF	20	85	1.0	40.0	0.2749
lmjm_0.4_rocchio_TFIDF	20	85	1.0	42.5	0.2748
lmjm_0.4_rocchio_TFIDF	20	85	1.0	45.0	0.2743
lmjm_0.4_rocchio_TFIDF	20	90	1.0	5.0	0.2645
lmjm_0.4_rocchio_TFIDF	20	90	1.0	10.0	0.2733
lmjm_0.4_rocchio_TFIDF	20	90	1.0	15.0	0.2759
lmjm_0.4_rocchio_TFIDF	20	90	1.0	17.5	0.2761
lmjm_0.4_rocchio_TFIDF	20	90	1.0	20.0	0.2769
lmjm_0.4_rocchio_TFIDF	20	90	1.0	22.5	0.2777
lmjm_0.4_rocchio_TFIDF	20	90	1.0	25.0	0.2782
lmjm_0.4_rocchio_TFIDF	20	90	1.0	27.5	0.2762
lmjm_0.4_rocchio_TFIDF	20	90	1.0	30.0	0.2755
lmjm_0.4_rocchio_TFIDF	20	90	1.0	32.5	0.2752
lmjm_0.4_rocchio_TFIDF	20	90	1.0	35.0	0.2746
lmjm_0.4_rocchio_TFIDF	20	90	1.0	37.5	0.2743
lmjm_0.4_rocchio_TFIDF	20	90	1.0	40.0	0.2742
lmjm_0.4_rocchio_TFIDF	20	90	1.0	42.5	0.2742
lmjm_0.4_rocchio_TFIDF	20	90	1.0	45.0	0.274
lmjm_0.4_rocchio_TFIDF	20	95	1.0	5.0	0.2649
lmjm_0.4_rocchio_TFIDF	20	95	1.0	10.0	0.2737
lmjm_0.4_rocchio_TFIDF	20	95	1.0	15.0	0.2761
lmjm_0.4_rocchio_TFIDF	20	95	1.0	17.5	0.2767
lmjm_0.4_rocchio_TFIDF	20	95	1.0	20.0	0.2774
lmjm_0.4_rocchio_TFIDF	20	95	1.0	22.5	0.2779
lmjm_0.4_rocchio_TFIDF	20	95	1.0	25.0	0.2759
lmjm_0.4_rocchio_TFIDF	20	95	1.0	27.5	0.2753
lmjm_0.4_rocchio_TFIDF	20	95	1.0	30.0	0.275
lmjm_0.4_rocchio_TFIDF	20	95	1.0	32.5	0.2746
lmjm_0.4_rocchio_TFIDF	20	95	1.0	35.0	0.2746
lmjm_0.4_rocchio_TFIDF	20	95	1.0	37.5	0.2748
lmjm_0.4_rocchio_TFIDF	20	95	1.0	40.0	0.2746
lmjm_0.4_rocchio_TFIDF	20	95	1.0	42.5	0.2745
lmjm_0.4_rocchio_TFIDF	20	95	1.0	45.0	0.2744
lmjm_0.4_rocchio_TFIDF	20	100	1.0	5.0	0.2645
lmjm_0.4_rocchio_TFIDF	20	100	1.0	7.5	0.2697
lmjm_0.4_rocchio_TFIDF	20	100	1.0	10.0	0.2739
lmjm_0.4_rocchio_TFIDF	20	100	1.0	12.5	0.2753
lmjm_0.4_rocchio_TFIDF	20	100	1.0	15.0	0.2754
lmjm_0.4_rocchio_TFIDF	20	100	1.0	17.5	0.2763
lmjm_0.4_rocchio_TFIDF	20	100	1.0	20.0	0.2769
lmjm_0.4_rocchio_TFIDF	20	100	1.0	22.5	0.2751
lmjm_0.4_rocchio_TFIDF	20	100	1.0	25.0	0.2746
lmjm_0.4_rocchio_TFIDF	20	100	1.0	27.5	0.2743
lmjm_0.4_rocchio_TFIDF	20	100	1.0	30.0	0.2743
lmjm_0.4_rocchio_TFIDF	20	100	1.0	32.5	0.2743
lmjm_0.4_rocchio_TFIDF	20	100	1.0	35.0	0.2742
lmjm_0.4_rocchio_TFIDF	20	100	1.0	37.5	0.2747
lmjm_0.4_rocchio_TFIDF	20	100	1.0	40.0	0.2743
lmjm_0.4_rocchio_TFIDF	20	100	1.0	42.5	0.2742
lmjm_0.4_rocchio_TFIDF	20	100	1.0	45.0	0.274
lmjm_0.4_rocchio_TFIDF	20	110	1.0	5.0	0.2652
lmjm_0.4_rocchio_TFIDF	20	110	1.0	10.0	0.2742
lmjm_0.4_rocchio_TFIDF	20	110	1.0	15.0	0.2767
lmjm_0.4_rocchio_TFIDF	20	110	1.0	17.5	0.2768
lmjm_0.4_rocchio_TFIDF	20	110	1.0	20.0	0.275
lmjm_0.4_rocchio_TFIDF	20	110	1.0	22.5	0.2749
lmjm_0.4_rocchio_TFIDF	20	110	1.0	25.0	0.2747
lmjm_0.4_rocchio_TFIDF	20	110	1.0	27.5	0.2749
lmjm_0.4_rocchio_TFIDF	20	110	1.0	30.0	0.2756
lmjm_0.4_rocchio_TFIDF	20	110	1.0	32.5	0.2753
lmjm_0.4_rocchio_TFIDF	20	110	1.0	35.0	0.2754
lmjm_0.4_rocchio_TFIDF	20	110	1.0	37.5	0.275
lmjm_0.4_rocchio_TFIDF	20	110	1.0	40.0	0.2748
lmjm_0.4_rocchio_TFIDF	20	110	1.0	42.5	0.2746
lmjm_0.4_rocchio_TFIDF	20	110	1.0	45.0	0.2743
lmjm_0.4_rocchio_TFIDF	20	120	1.0	5.0	0.2647
lmjm_0.4_rocchio_TFIDF	20	120	1.0	10.0	0.2741
lmjm_0.4_rocchio_TFIDF	20	120	1.0	15.0	0.2769
lmjm_0.4_rocchio_TFIDF	20	120	1.0	17.5	0.2748
lmjm_0.4_rocchio_TFIDF	20	120	1.0	20.0	0.2753
lmjm_0.4_rocchio_TFIDF	20	120	1.0	22.5	0.2755
lmjm_0.4_rocchio_TFIDF	20	120	1.0	25.0	0.2748
lmjm_0.4_rocchio_TFIDF	20	120	1.0	27.5	0.2758
lmjm_0.4_rocchio_TFIDF	20	120	1.0	30.0	0.2759
lmjm_0.4_rocchio_TFIDF	20	120	1.0	32.5	0.2755
lmjm_0.4_rocchio_TFIDF	20	120	1.0	35.0	0.2754
lmjm_0.4_rocchio_TFIDF	20	120	1.0	37.5	0.275
lmjm_0.4_rocchio_TFIDF	20	120	1.0	40.0	0.275
lmjm_0.4_rocchio_TFIDF	20	120	1.0	42.5	0.2745
lmjm_0.4_rocchio_TFIDF	20	120	1.0	45.0	0.2744
lmjm_0.4_rocchio_TFIDF	20	125	1.0	5.0	0.2651
lmjm_0.4_rocchio_TFIDF	20	125	1.0	10.0	0.2745
lmjm_0.4_rocchio_TFIDF	20	125	1.0	15.0	0.2771
lmjm_0.4_rocchio_TFIDF	20	125	1.0	17.5	0.2753
lmjm_0.4_rocchio_TFIDF	20	125	1.0	20.0	0.2767
lmjm_0.4_rocchio_TFIDF	20	125	1.0	22.5	0.2762
lmjm_0.4_rocchio_TFIDF	20	125	1.0	25.0	0.2753
lmjm_0.4_rocchio_TFIDF	20	125	1.0	27.5	0.2761
lmjm_0.4_rocchio_TFIDF	20	125	1.0	30.0	0.276
lmjm_0.4_rocchio_TFIDF	20	125	1.0	32.5	0.2757
lmjm_0.4_rocchio_TFIDF	20	125	1.0	35.0	0.2758
lmjm_0.4_rocchio_TFIDF	20	125	1.0	37.5	0.2754
lmjm_0.4_rocchio_TFIDF	20	125	1.0	40.0	0.2754
lmjm_0.4_rocchio_TFIDF	20	125	1.0	42.5	0.2751
lmjm_0.4_rocchio_TFIDF	20	125	1.0	45.0	0.2748
lmjm_0.4_rocchio_TFIDF	20	130	1.0	5.0	0.2653
lmjm_0.4_rocchio_TFIDF	20	130	1.0	10.0	0.2744
lmjm_0.4_rocchio_TFIDF	20	130	1.0	15.0	0.2774
lmjm_0.4_rocchio_TFIDF	20	130	1.0	17.5	0.2755
lmjm_0.4_rocchio_TFIDF	20	130	1.0	20.0	0.2756
lmjm_0.4_rocchio_TFIDF	20	130	1.0	22.5	0.2759
lmjm_0.4_rocchio_TFIDF	20	130	1.0	25.0	0.2758
lmjm_0.4_rocchio_TFIDF	20	130	1.0	27.5	0.276
lmjm_0.4_rocchio_TFIDF	20	130	1.0	30.0	0.2757
lmjm_0.4_rocchio_TFIDF	20	130	1.0	32.5	0.2754
lmjm_0.4_rocchio_TFIDF	20	130	1.0	35.0	0.2755
lmjm_0.4_rocchio_TFIDF	20	130	1.0	37.5	0.2753
lmjm_0.4_rocchio_TFIDF	20	130	1.0	40.0	0.2753
lmjm_0.4_rocchio_TFIDF	20	130	1.0	42.5	0.2749
lmjm_0.4_rocchio_TFIDF	20	130	1.0	45.0	0.2746
lmjm_0.4_rocchio_TFIDF	20	135	1.0	5.0	0.2657
lmjm_0.4_rocchio_TFIDF	20	135	1.0	10.0	0.2748
lmjm_0.4_rocchio_TFIDF	20	135	1.0	15.0	0.2776
lmjm_0.4_rocchio_TFIDF	20	135	1.0	17.5	0.2761
lmjm_0.4_rocchio_TFIDF	20	135	1.0	20.0	0.276
lmjm_0.4_rocchio_TFIDF	20	135	1.0	22.5	0.2762
lmjm_0.4_rocchio_TFIDF	20	135	1.0	25.0	0.2763
lmjm_0.4_rocchio_TFIDF	20	135	1.0	27.5	0.2759
lmjm_0.4_rocchio_TFIDF	20	135	1.0	30.0	0.2763
lmjm_0.4_rocchio_TFIDF	20	135	1.0	32.5	0.2759
lmjm_0.4_rocchio_TFIDF	20	135	1.0	35.0	0.2759
lmjm_0.4_rocchio_TFIDF	20	135	1.0	37.5	0.2759
lmjm_0.4_rocchio_TFIDF	20	135	1.0	40.0	0.2755
lmjm_0.4_rocchio_TFIDF	20	135	1.0	42.5	0.2756
lmjm_0.4_rocchio_TFIDF	20	135	1.0	45.0	0.2756
lmjm_0.4_rocchio_TFIDF	20	140	1.0	5.0	0.2666
lmjm_0.4_rocchio_TFIDF	20	140	1.0	10.0	0.2751
lmjm_0.4_rocchio_TFIDF	20	140	1.0	15.0	0.2752
lmjm_0.4_rocchio_TFIDF	20	140	1.0	17.5	0.2753
lmjm_0.4_rocchio_TFIDF	20	140	1.0	20.0	0.2759
lmjm_0.4_rocchio_TFIDF	20	140	1.0	22.5	0.2764
lmjm_0.4_rocchio_TFIDF	20	140	1.0	25.0	0.2762
lmjm_0.4_rocchio_TFIDF	20	140	1.0	27.5	0.276
lmjm_0.4_rocchio_TFIDF	20	140	1.0	30.0	0.2763
lmjm_0.4_rocchio_TFIDF	20	140	1.0	32.5	0.2761
lmjm_0.4_rocchio_TFIDF	20	140	1.0	35.0	0.2759
lmjm_0.4_rocchio_TFIDF	20	140	1.0	37.5	0.2758
lmjm_0.4_rocchio_TFIDF	20	140	1.0	40.0	0.2755
lmjm_0.4_rocchio_TFIDF	20	140	1.0	42.5	0.2755
lmjm_0.4_rocchio_TFIDF	20	140	1.0	45.0	0.2752
lmjm_0.4_rocchio_TFIDF	20	145	1.0	5.0	0.2672
lmjm_0.4_rocchio_TFIDF	20	145	1.0	10.0	0.2759
lmjm_0.4_rocchio_TFIDF	20	145	1.0	15.0	0.2762
lmjm_0.4_rocchio_TFIDF	20	145	1.0	17.5	0.276
lmjm_0.4_rocchio_TFIDF	20	145	1.0	20.0	0.2765
lmjm_0.4_rocchio_TFIDF	20	145	1.0	22.5	0.2771
lmjm_0.4_rocchio_TFIDF	20	145	1.0	25.0	0.2775
lmjm_0.4_rocchio_TFIDF	20	145	1.0	27.5	0.277
lmjm_0.4_rocchio_TFIDF	20	145	1.0	30.0	0.2773
lmjm_0.4_rocchio_TFIDF	20	145	1.0	32.5	0.2772
lmjm_0.4_rocchio_TFIDF	20	145	1.0	35.0	0.2766
lmjm_0.4_rocchio_TFIDF	20	145	1.0	37.5	0.2763
lmjm_0.4_rocchio_TFIDF	20	145	1.0	40.0	0.2763
lmjm_0.4_rocchio_TFIDF	20	145	1.0	42.5	0.2761
lmjm_0.4_rocchio_TFIDF	20	145	1.0	45.0	0.2758
lmjm_0.4_rocchio_TFIDF	20	150	1.0	5.0	0.2672
lmjm_0.4_rocchio_TFIDF	20	150	1.0	10.0	0.2761
lmjm_0.4_rocchio_TFIDF	20	150	1.0	15.0	0.2761
lmjm_0.4_rocchio_TFIDF	20	150	1.0	17.5	0.2764
lmjm_0.4_rocchio_TFIDF	20	150	1.0	20.0	0.2772
lmjm_0.4_rocchio_TFIDF	20	150	1.0	22.5	0.2773
lmjm_0.4_rocchio_TFIDF	20	150	1.0	25.0	0.2773
lmjm_0.4_rocchio_TFIDF	20	150	1.0	27.5	0.2777
lmjm_0.4_rocchio_TFIDF	20	150	1.0	30.0	0.2773
lmjm_0.4_rocchio_TFIDF	20	150	1.0	32.5	0.2774
lmjm_0.4_rocchio_TFIDF	20	150	1.0	35.0	0.2766
lmjm_0.4_rocchio_TFIDF	20	150	1.0	37.5	0.2764
lmjm_0.4_rocchio_TFIDF	20	150	1.0	40.0	0.2762
lmjm_0.4_rocchio_TFIDF	20	150	1.0	42.5	0.2761
lmjm_0.4_rocchio_TFIDF	20	150	1.0	45.0	0.276
lmjm_0.4_rocchio_TFIDF	20	155	1.0	5.0	0.2673
lmjm_0.4_rocchio_TFIDF	20	155	1.0	7.5	0.272
lmjm_0.4_rocchio_TFIDF	20	155	1.0	10.0	0.2763
lmjm_0.4_rocchio_TFIDF	20	155	1.0	12.5	0.2769
lmjm_0.4_rocchio_TFIDF	20	155	1.0	15.0	0.2762
lmjm_0.4_rocchio_TFIDF	20	155	1.0	17.5	0.276
lmjm_0.4_rocchio_TFIDF	20	155	1.0	20.0	0.2768
lmjm_0.4_rocchio_TFIDF	20	155	1.0	22.5	0.2768
lmjm_0.4_rocchio_TFIDF	20	155	1.0	25.0	0.277
lmjm_0.4_rocchio_TFIDF	20	155	1.0	27.5	0.2776
lmjm_0.4_rocchio_TFIDF	20	155	1.0	30.0	0.2772
lmjm_0.4_rocchio_TFIDF	20	155	1.0	32.5	0.2771
lmjm_0.4_rocchio_TFIDF	20	155	1.0	35.0	0.2768
lmjm_0.4_rocchio_TFIDF	20	155	1.0	40.0	0.2759
lmjm_0.4_rocchio_TFIDF	20	155	1.0	45.0	0.2757
lmjm_0.4_rocchio_TFIDF	20	160	1.0	5.0	0.2676
lmjm_0.4_rocchio_TFIDF	20	160	1.0	10.0	0.2758
lmjm_0.4_rocchio_TFIDF	20	160	1.0	15.0	0.2761
lmjm_0.4_rocchio_TFIDF	20	160	1.0	17.5	0.2759
lmjm_0.4_rocchio_TFIDF	20	160	1.0	20.0	0.2766
lmjm_0.4_rocchio_TFIDF	20	160	1.0	22.5	0.2768
lmjm_0.4_rocchio_TFIDF	20	160	1.0	25.0	0.2769
lmjm_0.4_rocchio_TFIDF	20	160	1.0	27.5	0.2775
lmjm_0.4_rocchio_TFIDF	20	160	1.0	30.0	0.2772
lmjm_0.4_rocchio_TFIDF	20	160	1.0	32.5	0.2771
lmjm_0.4_rocchio_TFIDF	20	160	1.0	35.0	0.2769
lmjm_0.4_rocchio_TFIDF	20	160	1.0	37.5	0.2762
lmjm_0.4_rocchio_TFIDF	20	160	1.0	40.0	0.2763
lmjm_0.4_rocchio_TFIDF	20	160	1.0	42.5	0.276
lmjm_0.4_rocchio_TFIDF	20	160	1.0	45.0	0.2759
lmjm_0.4_rocchio_TFIDF	20	160	1.0	50.0	0.275
lmjm_0.4_rocchio_TFIDF	20	165	1.0	5.0	0.2677
lmjm_0.4_rocchio_TFIDF	20	165	1.0	10.0	0.2756
lmjm_0.4_rocchio_TFIDF	20	165	1.0	15.0	0.2764
lmjm_0.4_rocchio_TFIDF	20	165	1.0	17.5	0.2761
lmjm_0.4_rocchio_TFIDF	20	165	1.0	20.0	0.2767
lmjm_0.4_rocchio_TFIDF	20	165	1.0	22.5	0.2768
lmjm_0.4_rocchio_TFIDF	20	165	1.0	25.0	0.277
