method	numPRD	N	alpha	beta	MAP
lmjm_0.4_rocchio_TFIDF	40	50	1.0	17.5	0.2775
lmjm_0.4_rocchio_TFIDF	40	50	1.0	20.0	0.2767
lmjm_0.4_rocchio_TFIDF	40	50	1.0	22.5	0.2769
lmjm_0.4_rocchio_TFIDF	40	50	1.0	25.0	0.2764
lmjm_0.4_rocchio_TFIDF	40	50	1.0	27.5	0.2768
lmjm_0.4_rocchio_TFIDF	40	50	1.0	30.0	0.277
lmjm_0.4_rocchio_TFIDF	40	50	1.0	32.5	0.2772
lmjm_0.4_rocchio_TFIDF	40	50	1.0	35.0	0.2771
lmjm_0.4_rocchio_TFIDF	40	50	1.0	37.5	0.2763
lmjm_0.4_rocchio_TFIDF	40	50	1.0	40.0	0.2761
lmjm_0.4_rocchio_TFIDF	40	50	1.0	42.5	0.2758
lmjm_0.4_rocchio_TFIDF	40	50	1.0	45.0	0.2755
lmjm_0.4_rocchio_TFIDF	40	60	1.0	5.0	0.268
lmjm_0.4_rocchio_TFIDF	40	60	1.0	7.5	0.2739
lmjm_0.4_rocchio_TFIDF	40	60	1.0	10.0	0.2769
lmjm_0.4_rocchio_TFIDF	40	60	1.0	12.5	0.2783
lmjm_0.4_rocchio_TFIDF	40	60	1.0	15.0	0.2797
lmjm_0.4_rocchio_TFIDF	40	60	1.0	17.5	0.2768
lmjm_0.4_rocchio_TFIDF	40	60	1.0	20.0	0.2772
lmjm_0.4_rocchio_TFIDF	40	60	1.0	22.5	0.2766
lmjm_0.4_rocchio_TFIDF	40	60	1.0	25.0	0.2769
lmjm_0.4_rocchio_TFIDF	40	60	1.0	27.5	0.2767
lmjm_0.4_rocchio_TFIDF	40	60	1.0	30.0	0.2766
lmjm_0.4_rocchio_TFIDF	40	60	1.0	32.5	0.2764
lmjm_0.4_rocchio_TFIDF	40	60	1.0	35.0	0.2761
lmjm_0.4_rocchio_TFIDF	40	60	1.0	40.0	0.2755
lmjm_0.4_rocchio_TFIDF	40	60	1.0	45.0	0.2745
lmjm_0.4_rocchio_TFIDF	40	70	1.0	5.0	0.269
lmjm_0.4_rocchio_TFIDF	40	70	1.0	7.5	0.2752
lmjm_0.4_rocchio_TFIDF	40	70	1.0	10.0	0.2779
lmjm_0.4_rocchio_TFIDF	40	70	1.0	12.5	0.2796
lmjm_0.4_rocchio_TFIDF	40	70	1.0	15.0	0.2788
lmjm_0.4_rocchio_TFIDF	40	70	1.0	17.5	0.2787
lmjm_0.4_rocchio_TFIDF	40	70	1.0	20.0	0.2783
lmjm_0.4_rocchio_TFIDF	40	70	1.0	22.5	0.278
lmjm_0.4_rocchio_TFIDF	40	70	1.0	25.0	0.2771
lmjm_0.4_rocchio_TFIDF	40	70	1.0	27.5	0.2774
lmjm_0.4_rocchio_TFIDF	40	70	1.0	30.0	0.2775
lmjm_0.4_rocchio_TFIDF	40	70	1.0	32.5	0.2774
lmjm_0.4_rocchio_TFIDF	40	70	1.0	35.0	0.2772
lmjm_0.4_rocchio_TFIDF	40	70	1.0	40.0	0.2758
lmjm_0.4_rocchio_TFIDF	40	70	1.0	45.0	0.2753
lmjm_0.4_rocchio_TFIDF	40	80	1.0	5.0	0.271
lmjm_0.4_rocchio_TFIDF	40	80	1.0	7.5	0.2746
lmjm_0.4_rocchio_TFIDF	40	80	1.0	10.0	0.2787
lmjm_0.4_rocchio_TFIDF	40	80	1.0	12.5	0.2803
lmjm_0.4_rocchio_TFIDF	40	80	1.0	15.0	0.279
lmjm_0.4_rocchio_TFIDF	40	80	1.0	17.5	0.2785
lmjm_0.4_rocchio_TFIDF	40	80	1.0	20.0	0.2778
lmjm_0.4_rocchio_TFIDF	40	80	1.0	22.5	0.2774
lmjm_0.4_rocchio_TFIDF	40	80	1.0	25.0	0.2771
lmjm_0.4_rocchio_TFIDF	40	80	1.0	27.5	0.277
lmjm_0.4_rocchio_TFIDF	40	80	1.0	30.0	0.2783
lmjm_0.4_rocchio_TFIDF	40	80	1.0	32.5	0.2779
lmjm_0.4_rocchio_TFIDF	40	80	1.0	35.0	0.2771
lmjm_0.4_rocchio_TFIDF	40	80	1.0	40.0	0.2764
lmjm_0.4_rocchio_TFIDF	40	80	1.0	45.0	0.2752
lmjm_0.4_rocchio_TFIDF	40	80	1.0	50.0	0.274
lmjm_0.4_rocchio_TFIDF	40	85	1.0	5.0	0.2714
lmjm_0.4_rocchio_TFIDF	40	85	1.0	7.5	0.2754
lmjm_0.4_rocchio_TFIDF	40	85	1.0	10.0	0.2786
lmjm_0.4_rocchio_TFIDF	40	85	1.0	12.5	0.2812
lmjm_0.4_rocchio_TFIDF	40	85	1.0	15.0	0.2793
lmjm_0.4_rocchio_TFIDF	40	85	1.0	17.5	0.2784
lmjm_0.4_rocchio_TFIDF	40	85	1.0	20.0	0.2785
lmjm_0.4_rocchio_TFIDF	40	85	1.0	22.5	0.2784
lmjm_0.4_rocchio_TFIDF	40	85	1.0	25.0	0.2785
lmjm_0.4_rocchio_TFIDF	40	85	1.0	27.5	0.2781
lmjm_0.4_rocchio_TFIDF	40	85	1.0	30.0	0.2788
lmjm_0.4_rocchio_TFIDF	40	85	1.0	32.5	0.2786
lmjm_0.4_rocchio_TFIDF	40	85	1.0	35.0	0.2777
lmjm_0.4_rocchio_TFIDF	40	85	1.0	40.0	0.2768
lmjm_0.4_rocchio_TFIDF	40	85	1.0	45.0	0.2763
lmjm_0.4_rocchio_TFIDF	40	90	1.0	5.0	0.2718
lmjm_0.4_rocchio_TFIDF	40	90	1.0	7.5	0.2759
lmjm_0.4_rocchio_TFIDF	40	90	1.0	10.0	0.2792
lmjm_0.4_rocchio_TFIDF	40	90	1.0	12.5	0.2815
lmjm_0.4_rocchio_TFIDF	40	90	1.0	15.0	0.28
lmjm_0.4_rocchio_TFIDF	40	90	1.0	17.5	0.279
lmjm_0.4_rocchio_TFIDF	40	90	1.0	20.0	0.2794
lmjm_0.4_rocchio_TFIDF	40	90	1.0	22.5	0.2786
lmjm_0.4_rocchio_TFIDF	40	90	1.0	25.0	0.2783
lmjm_0.4_rocchio_TFIDF	40	90	1.0	27.5	0.2777
lmjm_0.4_rocchio_TFIDF	40	90	1.0	30.0	0.2778
lmjm_0.4_rocchio_TFIDF	40	90	1.0	32.5	0.2772
lmjm_0.4_rocchio_TFIDF	40	90	1.0	35.0	0.2766
lmjm_0.4_rocchio_TFIDF	40	90	1.0	40.0	0.276
lmjm_0.4_rocchio_TFIDF	40	90	1.0	45.0	0.2753
lmjm_0.4_rocchio_TFIDF	40	95	1.0	5.0	0.2721
lmjm_0.4_rocchio_TFIDF	40	95	1.0	7.5	0.2773
lmjm_0.4_rocchio_TFIDF	40	95	1.0	10.0	0.2791
lmjm_0.4_rocchio_TFIDF	40	95	1.0	12.5	0.2813
lmjm_0.4_rocchio_TFIDF	40	95	1.0	15.0	0.2796
lmjm_0.4_rocchio_TFIDF	40	95	1.0	17.5	0.2786
lmjm_0.4_rocchio_TFIDF	40	95	1.0	20.0	0.2781
lmjm_0.4_rocchio_TFIDF	40	95	1.0	22.5	0.2774
lmjm_0.4_rocchio_TFIDF	40	95	1.0	25.0	0.2776
lmjm_0.4_rocchio_TFIDF	40	95	1.0	27.5	0.2772
lmjm_0.4_rocchio_TFIDF	40	95	1.0	30.0	0.2772
lmjm_0.4_rocchio_TFIDF	40	95	1.0	32.5	0.2766
lmjm_0.4_rocchio_TFIDF	40	95	1.0	35.0	0.276
lmjm_0.4_rocchio_TFIDF	40	95	1.0	40.0	0.2757
lmjm_0.4_rocchio_TFIDF	40	95	1.0	45.0	0.2752
lmjm_0.4_rocchio_TFIDF	40	100	1.0	5.0	0.2724
lmjm_0.4_rocchio_TFIDF	40	100	1.0	7.5	0.2765
lmjm_0.4_rocchio_TFIDF	40	100	1.0	10.0	0.2792
lmjm_0.4_rocchio_TFIDF	40	100	1.0	12.5	0.2808
lmjm_0.4_rocchio_TFIDF	40	100	1.0	15.0	0.2791
lmjm_0.4_rocchio_TFIDF	40	100	1.0	17.5	0.2786
lmjm_0.4_rocchio_TFIDF	40	100	1.0	20.0	0.2784
lmjm_0.4_rocchio_TFIDF	40	100	1.0	22.5	0.2779
lmjm_0.4_rocchio_TFIDF	40	100	1.0	25.0	0.2779
lmjm_0.4_rocchio_TFIDF	40	100	1.0	27.5	0.2773
lmjm_0.4_rocchio_TFIDF	40	100	1.0	30.0	0.2773
lmjm_0.4_rocchio_TFIDF	40	100	1.0	32.5	0.2764
lmjm_0.4_rocchio_TFIDF	40	100	1.0	35.0	0.2761
lmjm_0.4_rocchio_TFIDF	40	100	1.0	40.0	0.2753
lmjm_0.4_rocchio_TFIDF	40	100	1.0	45.0	0.2744
lmjm_0.4_rocchio_TFIDF	40	110	1.0	5.0	0.2707
lmjm_0.4_rocchio_TFIDF	40	110	1.0	7.5	0.2766
lmjm_0.4_rocchio_TFIDF	40	110	1.0	10.0	0.2788
lmjm_0.4_rocchio_TFIDF	40	110	1.0	12.5	0.2799
lmjm_0.4_rocchio_TFIDF	40	110	1.0	15.0	0.2779
lmjm_0.4_rocchio_TFIDF	40	110	1.0	17.5	0.2782
lmjm_0.4_rocchio_TFIDF	40	110	1.0	20.0	0.2787
lmjm_0.4_rocchio_TFIDF	40	110	1.0	22.5	0.2775
lmjm_0.4_rocchio_TFIDF	40	110	1.0	25.0	0.277
lmjm_0.4_rocchio_TFIDF	40	110	1.0	27.5	0.2767
lmjm_0.4_rocchio_TFIDF	40	110	1.0	30.0	0.2763
lmjm_0.4_rocchio_TFIDF	40	110	1.0	32.5	0.2757
lmjm_0.4_rocchio_TFIDF	40	110	1.0	35.0	0.2757
lmjm_0.4_rocchio_TFIDF	40	110	1.0	40.0	0.275
lmjm_0.4_rocchio_TFIDF	40	110	1.0	45.0	0.2739
lmjm_0.4_rocchio_TFIDF	40	115	1.0	5.0	0.2708
lmjm_0.4_rocchio_TFIDF	40	115	1.0	7.5	0.2766
lmjm_0.4_rocchio_TFIDF	40	115	1.0	10.0	0.2785
lmjm_0.4_rocchio_TFIDF	40	115	1.0	12.5	0.2806
lmjm_0.4_rocchio_TFIDF	40	115	1.0	15.0	0.2784
lmjm_0.4_rocchio_TFIDF	40	115	1.0	17.5	0.278
lmjm_0.4_rocchio_TFIDF	40	115	1.0	20.0	0.2782
lmjm_0.4_rocchio_TFIDF	40	115	1.0	22.5	0.2774
lmjm_0.4_rocchio_TFIDF	40	115	1.0	25.0	0.2767
lmjm_0.4_rocchio_TFIDF	40	115	1.0	27.5	0.2766
lmjm_0.4_rocchio_TFIDF	40	115	1.0	30.0	0.2765
lmjm_0.4_rocchio_TFIDF	40	115	1.0	32.5	0.276
lmjm_0.4_rocchio_TFIDF	40	115	1.0	35.0	0.2756
lmjm_0.4_rocchio_TFIDF	40	115	1.0	40.0	0.2751
lmjm_0.4_rocchio_TFIDF	40	115	1.0	45.0	0.2739
lmjm_0.4_rocchio_TFIDF	40	120	1.0	5.0	0.2728
lmjm_0.4_rocchio_TFIDF	40	120	1.0	7.5	0.2766
lmjm_0.4_rocchio_TFIDF	40	120	1.0	10.0	0.279
lmjm_0.4_rocchio_TFIDF	40	120	1.0	12.5	0.2811
lmjm_0.4_rocchio_TFIDF	40	120	1.0	15.0	0.2781
lmjm_0.4_rocchio_TFIDF	40	120	1.0	17.5	0.2783
lmjm_0.4_rocchio_TFIDF	40	120	1.0	20.0	0.2781
lmjm_0.4_rocchio_TFIDF	40	120	1.0	22.5	0.277
lmjm_0.4_rocchio_TFIDF	40	120	1.0	25.0	0.2768
lmjm_0.4_rocchio_TFIDF	40	120	1.0	27.5	0.2763
lmjm_0.4_rocchio_TFIDF	40	120	1.0	30.0	0.2766
lmjm_0.4_rocchio_TFIDF	40	120	1.0	32.5	0.2759
lmjm_0.4_rocchio_TFIDF	40	120	1.0	35.0	0.2755
lmjm_0.4_rocchio_TFIDF	40	120	1.0	40.0	0.2748
lmjm_0.4_rocchio_TFIDF	40	120	1.0	45.0	0.2738
lmjm_0.4_rocchio_TFIDF	40	125	1.0	5.0	0.2728
lmjm_0.4_rocchio_TFIDF	40	125	1.0	7.5	0.2772
lmjm_0.4_rocchio_TFIDF	40	125	1.0	10.0	0.2794
lmjm_0.4_rocchio_TFIDF	40	125	1.0	12.5	0.2805
lmjm_0.4_rocchio_TFIDF	40	125	1.0	15.0	0.2775
lmjm_0.4_rocchio_TFIDF	40	125	1.0	17.5	0.2781
lmjm_0.4_rocchio_TFIDF	40	125	1.0	20.0	0.2784
lmjm_0.4_rocchio_TFIDF	40	125	1.0	22.5	0.2776
lmjm_0.4_rocchio_TFIDF	40	125	1.0	25.0	0.2769
lmjm_0.4_rocchio_TFIDF	40	125	1.0	27.5	0.2767
lmjm_0.4_rocchio_TFIDF	40	125	1.0	30.0	0.2766
lmjm_0.4_rocchio_TFIDF	40	125	1.0	32.5	0.2761
lmjm_0.4_rocchio_TFIDF	40	125	1.0	35.0	0.2754
lmjm_0.4_rocchio_TFIDF	40	125	1.0	40.0	0.2748
lmjm_0.4_rocchio_TFIDF	40	125	1.0	45.0	0.2738
lmjm_0.4_rocchio_TFIDF	40	130	1.0	5.0	0.2731
lmjm_0.4_rocchio_TFIDF	40	130	1.0	7.5	0.2777
lmjm_0.4_rocchio_TFIDF	40	130	1.0	10.0	0.2798
lmjm_0.4_rocchio_TFIDF	40	130	1.0	12.5	0.2815
lmjm_0.4_rocchio_TFIDF	40	130	1.0	15.0	0.2781
lmjm_0.4_rocchio_TFIDF	40	130	1.0	17.5	0.2776
lmjm_0.4_rocchio_TFIDF	40	130	1.0	20.0	0.279
lmjm_0.4_rocchio_TFIDF	40	130	1.0	22.5	0.2789
lmjm_0.4_rocchio_TFIDF	40	130	1.0	25.0	0.2779
lmjm_0.4_rocchio_TFIDF	40	130	1.0	27.5	0.2774
lmjm_0.4_rocchio_TFIDF	40	130	1.0	30.0	0.2775
lmjm_0.4_rocchio_TFIDF	40	130	1.0	32.5	0.277
lmjm_0.4_rocchio_TFIDF	40	130	1.0	35.0	0.2763
lmjm_0.4_rocchio_TFIDF	40	130	1.0	40.0	0.2752
lmjm_0.4_rocchio_TFIDF	40	130	1.0	45.0	0.2742
lmjm_0.4_rocchio_TFIDF	40	135	1.0	5.0	0.2714
lmjm_0.4_rocchio_TFIDF	40	135	1.0	7.5	0.2776
lmjm_0.4_rocchio_TFIDF	40	135	1.0	10.0	0.28
lmjm_0.4_rocchio_TFIDF	40	135	1.0	12.5	0.2812
lmjm_0.4_rocchio_TFIDF	40	135	1.0	15.0	0.2779
lmjm_0.4_rocchio_TFIDF	40	135	1.0	17.5	0.2776
lmjm_0.4_rocchio_TFIDF	40	135	1.0	20.0	0.2779
lmjm_0.4_rocchio_TFIDF	40	135	1.0	22.5	0.2767
lmjm_0.4_rocchio_TFIDF	40	135	1.0	25.0	0.2766
lmjm_0.4_rocchio_TFIDF	40	135	1.0	27.5	0.2761
lmjm_0.4_rocchio_TFIDF	40	135	1.0	30.0	0.2761
lmjm_0.4_rocchio_TFIDF	40	135	1.0	32.5	0.2756
lmjm_0.4_rocchio_TFIDF	40	135	1.0	35.0	0.275
lmjm_0.4_rocchio_TFIDF	40	135	1.0	40.0	0.2749
lmjm_0.4_rocchio_TFIDF	40	135	1.0	45.0	0.2739
lmjm_0.4_rocchio_TFIDF	40	140	1.0	5.0	0.2715
lmjm_0.4_rocchio_TFIDF	40	140	1.0	7.5	0.2781
lmjm_0.4_rocchio_TFIDF	40	140	1.0	10.0	0.2795
lmjm_0.4_rocchio_TFIDF	40	140	1.0	12.5	0.2822
lmjm_0.4_rocchio_TFIDF	40	140	1.0	15.0	0.279
lmjm_0.4_rocchio_TFIDF	40	140	1.0	17.5	0.2784
lmjm_0.4_rocchio_TFIDF	40	140	1.0	20.0	0.2786
lmjm_0.4_rocchio_TFIDF	40	140	1.0	22.5	0.2781
lmjm_0.4_rocchio_TFIDF	40	140	1.0	25.0	0.2772
lmjm_0.4_rocchio_TFIDF	40	140	1.0	27.5	0.2767
lmjm_0.4_rocchio_TFIDF	40	140	1.0	30.0	0.2771
lmjm_0.4_rocchio_TFIDF	40	140	1.0	32.5	0.2767
lmjm_0.4_rocchio_TFIDF	40	140	1.0	35.0	0.2758
lmjm_0.4_rocchio_TFIDF	40	140	1.0	40.0	0.2749
lmjm_0.4_rocchio_TFIDF	40	140	1.0	45.0	0.274
lmjm_0.4_rocchio_TFIDF	40	145	1.0	5.0	0.2715
lmjm_0.4_rocchio_TFIDF	40	145	1.0	7.5	0.278
lmjm_0.4_rocchio_TFIDF	40	145	1.0	10.0	0.2794
lmjm_0.4_rocchio_TFIDF	40	145	1.0	12.5	0.2821
lmjm_0.4_rocchio_TFIDF	40	145	1.0	15.0	0.279
lmjm_0.4_rocchio_TFIDF	40	145	1.0	17.5	0.2789
lmjm_0.4_rocchio_TFIDF	40	145	1.0	20.0	0.2789
lmjm_0.4_rocchio_TFIDF	40	145	1.0	22.5	0.2782
lmjm_0.4_rocchio_TFIDF	40	145	1.0	25.0	0.2781
lmjm_0.4_rocchio_TFIDF	40	145	1.0	27.5	0.2775
lmjm_0.4_rocchio_TFIDF	40	145	1.0	30.0	0.2768
lmjm_0.4_rocchio_TFIDF	40	145	1.0	32.5	0.2764
lmjm_0.4_rocchio_TFIDF	40	145	1.0	35.0	0.2757
lmjm_0.4_rocchio_TFIDF	40	145	1.0	40.0	0.2751
lmjm_0.4_rocchio_TFIDF	40	145	1.0	45.0	0.274
lmjm_0.4_rocchio_TFIDF	40	150	1.0	5.0	0.2738
lmjm_0.4_rocchio_TFIDF	40	150	1.0	7.5	0.2793
lmjm_0.4_rocchio_TFIDF	40	150	1.0	10.0	0.2807
lmjm_0.4_rocchio_TFIDF	40	150	1.0	12.5	0.2825
lmjm_0.4_rocchio_TFIDF	40	150	1.0	15.0	0.2791
lmjm_0.4_rocchio_TFIDF	40	150	1.0	17.5	0.2788
lmjm_0.4_rocchio_TFIDF	40	150	1.0	20.0	0.2792
lmjm_0.4_rocchio_TFIDF	40	150	1.0	22.5	0.2786
lmjm_0.4_rocchio_TFIDF	40	150	1.0	25.0	0.2779
lmjm_0.4_rocchio_TFIDF	40	150	1.0	27.5	0.2776
lmjm_0.4_rocchio_TFIDF	40	150	1.0	30.0	0.277
lmjm_0.4_rocchio_TFIDF	40	150	1.0	32.5	0.2766
lmjm_0.4_rocchio_TFIDF	40	150	1.0	35.0	0.2762
lmjm_0.4_rocchio_TFIDF	40	150	1.0	40.0	0.2755
lmjm_0.4_rocchio_TFIDF	40	150	1.0	45.0	0.2743
lmjm_0.4_rocchio_TFIDF	40	155	1.0	5.0	0.2741
lmjm_0.4_rocchio_TFIDF	40	155	1.0	7.5	0.278
lmjm_0.4_rocchio_TFIDF	40	155	1.0	10.0	0.2805
lmjm_0.4_rocchio_TFIDF	40	155	1.0	12.5	0.2821
lmjm_0.4_rocchio_TFIDF	40	155	1.0	15.0	0.2788
lmjm_0.4_rocchio_TFIDF	40	155	1.0	17.5	0.279
lmjm_0.4_rocchio_TFIDF	40	155	1.0	20.0	0.2785
lmjm_0.4_rocchio_TFIDF	40	155	1.0	22.5	0.2773
lmjm_0.4_rocchio_TFIDF	40	155	1.0	25.0	0.2768
lmjm_0.4_rocchio_TFIDF	40	155	1.0	27.5	0.2766
lmjm_0.4_rocchio_TFIDF	40	155	1.0	30.0	0.2763
lmjm_0.4_rocchio_TFIDF	40	155	1.0	32.5	0.2759
lmjm_0.4_rocchio_TFIDF	40	155	1.0	35.0	0.2754
lmjm_0.4_rocchio_TFIDF	40	155	1.0	40.0	0.2751
lmjm_0.4_rocchio_TFIDF	40	155	1.0	45.0	0.2737
lmjm_0.4_rocchio_TFIDF	40	160	1.0	5.0	0.2742
lmjm_0.4_rocchio_TFIDF	40	160	1.0	7.5	0.2778
lmjm_0.4_rocchio_TFIDF	40	160	1.0	10.0	0.2804
lmjm_0.4_rocchio_TFIDF	40	160	1.0	12.5	0.2818
lmjm_0.4_rocchio_TFIDF	40	160	1.0	15.0	0.2783
lmjm_0.4_rocchio_TFIDF	40	160	1.0	17.5	0.2786
lmjm_0.4_rocchio_TFIDF	40	160	1.0	20.0	0.2777
lmjm_0.4_rocchio_TFIDF	40	160	1.0	22.5	0.2774
lmjm_0.4_rocchio_TFIDF	40	160	1.0	25.0	0.2769
lmjm_0.4_rocchio_TFIDF	40	160	1.0	27.5	0.2768
lmjm_0.4_rocchio_TFIDF	40	160	1.0	30.0	0.2764
lmjm_0.4_rocchio_TFIDF	40	160	1.0	32.5	0.276
lmjm_0.4_rocchio_TFIDF	40	160	1.0	35.0	0.2749
lmjm_0.4_rocchio_TFIDF	40	160	1.0	40.0	0.2747
lmjm_0.4_rocchio_TFIDF	40	160	1.0	45.0	0.273
lmjm_0.4_rocchio_TFIDF	40	165	1.0	5.0	0.2743
lmjm_0.4_rocchio_TFIDF	40	165	1.0	7.5	0.2787
lmjm_0.4_rocchio_TFIDF	40	165	1.0	10.0	0.2807
lmjm_0.4_rocchio_TFIDF	40	165	1.0	12.5	0.2816
lmjm_0.4_rocchio_TFIDF	40	165	1.0	15.0	0.2781
lmjm_0.4_rocchio_TFIDF	40	165	1.0	17.5	0.278
lmjm_0.4_rocchio_TFIDF	40	165	1.0	20.0	0.2774
lmjm_0.4_rocchio_TFIDF	40	165	1.0	22.5	0.2769
lmjm_0.4_rocchio_TFIDF	40	165	1.0	25.0	0.2766
lmjm_0.4_rocchio_TFIDF	40	165	1.0	27.5	0.2761
lmjm_0.4_rocchio_TFIDF	40	165	1.0	30.0	0.276
lmjm_0.4_rocchio_TFIDF	40	165	1.0	32.5	0.2759
lmjm_0.4_rocchio_TFIDF	40	165	1.0	35.0	0.2751
lmjm_0.4_rocchio_TFIDF	40	165	1.0	40.0	0.2744
lmjm_0.4_rocchio_TFIDF	40	165	1.0	45.0	0.2727
lmjm_0.4_rocchio_TFIDF	45	50	1.0	5.0	0.265
lmjm_0.4_rocchio_TFIDF	45	50	1.0	7.5	0.2724
lmjm_0.4_rocchio_TFIDF	45	50	1.0	10.0	0.2749
lmjm_0.4_rocchio_TFIDF	45	50	1.0	12.5	0.2764
lmjm_0.4_rocchio_TFIDF	45	50	1.0	15.0	0.278
lmjm_0.4_rocchio_TFIDF	45	50	1.0	17.5	0.2794
lmjm_0.4_rocchio_TFIDF	45	50	1.0	20.0	0.2768
lmjm_0.4_rocchio_TFIDF	45	50	1.0	22.5	0.2769
lmjm_0.4_rocchio_TFIDF	45	50	1.0	25.0	0.2757
lmjm_0.4_rocchio_TFIDF	45	50	1.0	27.5	0.2753
lmjm_0.4_rocchio_TFIDF	45	50	1.0	30.0	0.2752
lmjm_0.4_rocchio_TFIDF	45	50	1.0	32.5	0.2748
lmjm_0.4_rocchio_TFIDF	45	50	1.0	35.0	0.2735
lmjm_0.4_rocchio_TFIDF	45	50	1.0	40.0	0.2721
lmjm_0.4_rocchio_TFIDF	45	50	1.0	45.0	0.2715
lmjm_0.4_rocchio_TFIDF	45	60	1.0	5.0	0.2674
lmjm_0.4_rocchio_TFIDF	45	60	1.0	7.5	0.2748
lmjm_0.4_rocchio_TFIDF	45	60	1.0	10.0	0.2762
